title,qid,url
Fulgencio Batista,Q11270,https://en.wikipedia.org/wiki/Fulgencio_Batista
Gabriel Batistuta,Q170376,https://en.wikipedia.org/wiki/Gabriel_Batistuta
Georges Bataille,Q207359,https://en.wikipedia.org/wiki/Georges_Bataille
Gregory Bateson,Q314252,https://en.wikipedia.org/wiki/Gregory_Bateson
Hasan al-Basri,Q293500,https://en.wikipedia.org/wiki/Hasan_al-Basri
James Beard,Q1399476,https://en.wikipedia.org/wiki/James_Beard
Jean Baudrillard,Q182847,https://en.wikipedia.org/wiki/Jean_Baudrillard
Joseph Bazalgette,Q981915,https://en.wikipedia.org/wiki/Joseph_Bazalgette
José Batlle y Ordóñez,Q15145,https://en.wikipedia.org/wiki/José_Batlle_y_Ordóñez
Kathy Bates,Q544465,https://en.wikipedia.org/wiki/Kathy_Bates
L. Frank Baum,Q207544,https://en.wikipedia.org/wiki/L._Frank_Baum
Laura Bassi,Q541652,https://en.wikipedia.org/wiki/Laura_Bassi
Layne Beachley,Q433859,https://en.wikipedia.org/wiki/Layne_Beachley
Marco van Basten,Q483629,https://en.wikipedia.org/wiki/Marco_van_Basten
Mary Beard (classicist),Q458403,https://en.wikipedia.org/wiki/Mary_Beard_(classicist)
Mattia Battistini,Q963005,https://en.wikipedia.org/wiki/Mattia_Battistini
Michael Bay,Q59259,https://en.wikipedia.org/wiki/Michael_Bay
Nina Bawden,Q275392,https://en.wikipedia.org/wiki/Nina_Bawden
Paddy Roy Bates,Q555531,https://en.wikipedia.org/wiki/Paddy_Roy_Bates
Pierre Bayle,Q214816,https://en.wikipedia.org/wiki/Pierre_Bayle
"Pierre Terrail, seigneur de Bayard",Q552017,"https://en.wikipedia.org/wiki/Pierre_Terrail,_seigneur_de_Bayard"
Pina Bausch,Q155538,https://en.wikipedia.org/wiki/Pina_Bausch
Ralph Bathurst,Q5567104,https://en.wikipedia.org/wiki/Ralph_Bathurst
Sammy Baugh,Q372640,https://en.wikipedia.org/wiki/Sammy_Baugh
Saul Bass,Q536884,https://en.wikipedia.org/wiki/Saul_Bass
Shirley Bassey,Q234754,https://en.wikipedia.org/wiki/Shirley_Bassey
Thomas Bayes,Q208452,https://en.wikipedia.org/wiki/Thomas_Bayes
Warner Baxter,Q312073,https://en.wikipedia.org/wiki/Warner_Baxter
William Bateson,Q297302,https://en.wikipedia.org/wiki/William_Bateson
William M. Bass,Q2579797,https://en.wikipedia.org/wiki/William_M._Bass
Yevgeni Bauer,Q1688645,https://en.wikipedia.org/wiki/Yevgeni_Bauer
Zamenga Batukezanga,Q3574719,https://en.wikipedia.org/wiki/Zamenga_Batukezanga
Zygmunt Bauman,Q158092,https://en.wikipedia.org/wiki/Zygmunt_Bauman
"Álvaro de Bazán, Marquis of Santa Cruz",Q251441,"https://en.wikipedia.org/wiki/Álvaro_de_Bazán,_Marquis_of_Santa_Cruz"
Aaron Beck,Q302849,https://en.wikipedia.org/wiki/Aaron_Beck
Antony Beevor,Q380229,https://en.wikipedia.org/wiki/Antony_Beevor
Aphra Behn,Q231886,https://en.wikipedia.org/wiki/Aphra_Behn
Arthur Beetson,Q2864988,https://en.wikipedia.org/wiki/Arthur_Beetson
Auguste Beernaert,Q202049,https://en.wikipedia.org/wiki/Auguste_Beernaert
Bahram Beyzai,Q803646,https://en.wikipedia.org/wiki/Bahram_Beyzai
Beatrix of the Netherlands,Q29574,https://en.wikipedia.org/wiki/Beatrix_of_the_Netherlands
Beck,Q11901,https://en.wikipedia.org/wiki/Beck
Bee Gees,Q133405,https://en.wikipedia.org/wiki/Bee_Gees
Bix Beiderbecke,Q225131,https://en.wikipedia.org/wiki/Bix_Beiderbecke
Boris Becker,Q76334,https://en.wikipedia.org/wiki/Boris_Becker
Brendan Behan,Q313063,https://en.wikipedia.org/wiki/Brendan_Behan
David Beckham,Q10520,https://en.wikipedia.org/wiki/David_Beckham
Demyan Bedny,Q439566,https://en.wikipedia.org/wiki/Demyan_Bedny
Emil von Behring,Q76425,https://en.wikipedia.org/wiki/Emil_von_Behring
Ernest Beaux,Q1356245,https://en.wikipedia.org/wiki/Ernest_Beaux
Francis Beaufort,Q21186,https://en.wikipedia.org/wiki/Francis_Beaufort
Francis Beaumont,Q313932,https://en.wikipedia.org/wiki/Francis_Beaumont
Gary Becker,Q191020,https://en.wikipedia.org/wiki/Gary_Becker
Georg Bednorz,Q76687,https://en.wikipedia.org/wiki/Georg_Bednorz
Glenn Beck,Q310618,https://en.wikipedia.org/wiki/Glenn_Beck
Henry Ward Beecher,Q1607404,https://en.wikipedia.org/wiki/Henry_Ward_Beecher
Hossein Behzad,Q464988,https://en.wikipedia.org/wiki/Hossein_Behzad
Isabella Beeton,Q287665,https://en.wikipedia.org/wiki/Isabella_Beeton
James Beattie (poet),Q915031,https://en.wikipedia.org/wiki/James_Beattie_(poet)
Jeff Beck,Q192474,https://en.wikipedia.org/wiki/Jeff_Beck
Jerry Beck,Q6183232,https://en.wikipedia.org/wiki/Jerry_Beck
John Beazley,Q704230,https://en.wikipedia.org/wiki/John_Beazley
Joséphine de Beauharnais,Q171480,https://en.wikipedia.org/wiki/Joséphine_de_Beauharnais
Kamāl ud-Dīn Behzād,Q334875,https://en.wikipedia.org/wiki/Kamāl_ud-Dīn_Behzād
Ludwig Beck,Q57170,https://en.wikipedia.org/wiki/Ludwig_Beck
Martin Behaim,Q44838,https://en.wikipedia.org/wiki/Martin_Behaim
Martinus Beijerinck,Q25539274,https://en.wikipedia.org/wiki/Martinus_Beijerinck
"Max Aitken, 1st Baron Beaverbrook",Q332454,"https://en.wikipedia.org/wiki/Max_Aitken,_1st_Baron_Beaverbrook"
Menachem Begin,Q130873,https://en.wikipedia.org/wiki/Menachem_Begin
P. G. T. Beauregard,Q313976,https://en.wikipedia.org/wiki/P._G._T._Beauregard
Paul Beatty,Q3370589,https://en.wikipedia.org/wiki/Paul_Beatty
Peter Behrens,Q76726,https://en.wikipedia.org/wiki/Peter_Behrens
Pierre Beauchamp,Q1384975,https://en.wikipedia.org/wiki/Pierre_Beauchamp
Pierre Beaumarchais,Q70326,https://en.wikipedia.org/wiki/Pierre_Beaumarchais
Sidney Bechet,Q313519,https://en.wikipedia.org/wiki/Sidney_Bechet
Thomas Becket,Q192236,https://en.wikipedia.org/wiki/Thomas_Becket
Thomas Beecham,Q313714,https://en.wikipedia.org/wiki/Thomas_Beecham
Thug Behram,Q2422185,https://en.wikipedia.org/wiki/Thug_Behram
Tyson Beckford,Q738212,https://en.wikipedia.org/wiki/Tyson_Beckford
Ulrich Beck,Q76844,https://en.wikipedia.org/wiki/Ulrich_Beck
Vanessa Beecroft,Q152292,https://en.wikipedia.org/wiki/Vanessa_Beecroft
Wallace Beery,Q322179,https://en.wikipedia.org/wiki/Wallace_Beery
Warren Beatty,Q95030,https://en.wikipedia.org/wiki/Warren_Beatty
William George Beers,Q3568653,https://en.wikipedia.org/wiki/William_George_Beers
Ahmed Ben Bella,Q179908,https://en.wikipedia.org/wiki/Ahmed_Ben_Bella
Alexander Belyaev,Q497925,https://en.wikipedia.org/wiki/Alexander_Belyaev
Alva Belmont,Q448169,https://en.wikipedia.org/wiki/Alva_Belmont
Amelia Bence,Q4083859,https://en.wikipedia.org/wiki/Amelia_Bence
Andrei Bely,Q212632,https://en.wikipedia.org/wiki/Andrei_Bely
Arne Bendiksen,Q692165,https://en.wikipedia.org/wiki/Arne_Bendiksen
Art Bell,Q4355602,https://en.wikipedia.org/wiki/Art_Bell
Belisarius,Q174943,https://en.wikipedia.org/wiki/Belisarius
Bill Belichick,Q720027,https://en.wikipedia.org/wiki/Bill_Belichick
Brian Michael Bendis,Q720012,https://en.wikipedia.org/wiki/Brian_Michael_Bendis
Carl Michael Bellman,Q312498,https://en.wikipedia.org/wiki/Carl_Michael_Bellman
Carlos Filipe Ximenes Belo,Q234001,https://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo
Charles Bell,Q451727,https://en.wikipedia.org/wiki/Charles_Bell
"Charles Louis Auguste Fouquet, Duke of Belle-Isle",Q697511,"https://en.wikipedia.org/wiki/Charles_Louis_Auguste_Fouquet,_Duke_of_Belle-Isle"
Daniel Bell,Q316330,https://en.wikipedia.org/wiki/Daniel_Bell
David Belasco,Q562719,https://en.wikipedia.org/wiki/David_Belasco
David Belle,Q333814,https://en.wikipedia.org/wiki/David_Belle
Derrick Bell,Q5262976,https://en.wikipedia.org/wiki/Derrick_Bell
Eliezer Ben-Yehuda,Q181728,https://en.wikipedia.org/wiki/Eliezer_Ben-Yehuda
Fabian Gottlieb von Bellingshausen,Q76754,https://en.wikipedia.org/wiki/Fabian_Gottlieb_von_Bellingshausen
Fernando Belaúnde,Q116736,https://en.wikipedia.org/wiki/Fernando_Belaúnde
Frank Bender,Q5485276,https://en.wikipedia.org/wiki/Frank_Bender
Gentile Bellini,Q290407,https://en.wikipedia.org/wiki/Gentile_Bellini
Giovanni Bellini,Q17169,https://en.wikipedia.org/wiki/Giovanni_Bellini
Giovanni Belzoni,Q180339,https://en.wikipedia.org/wiki/Giovanni_Belzoni
Harry Belafonte,Q214959,https://en.wikipedia.org/wiki/Harry_Belafonte
Jacinto Benavente,Q83184,https://en.wikipedia.org/wiki/Jacinto_Benavente
Jean-Paul Belmondo,Q106255,https://en.wikipedia.org/wiki/Jean-Paul_Belmondo
Jean Béliveau,Q505479,https://en.wikipedia.org/wiki/Jean_Béliveau
Joachim du Bellay,Q18420,https://en.wikipedia.org/wiki/Joachim_du_Bellay
Jocelyn Bell Burnell,Q233974,https://en.wikipedia.org/wiki/Jocelyn_Bell_Burnell
John Belushi,Q23858,https://en.wikipedia.org/wiki/John_Belushi
Jordan Belfort,Q3183674,https://en.wikipedia.org/wiki/Jordan_Belfort
Juan Belmonte,Q715596,https://en.wikipedia.org/wiki/Juan_Belmonte
Ludwig Bemelmans,Q76414,https://en.wikipedia.org/wiki/Ludwig_Bemelmans
Manuel Belgrano,Q315507,https://en.wikipedia.org/wiki/Manuel_Belgrano
Mario Benedetti,Q16285,https://en.wikipedia.org/wiki/Mario_Benedetti
Maurice Béjart,Q217764,https://en.wikipedia.org/wiki/Maurice_Béjart
Meriam Bellina,Q12498215,https://en.wikipedia.org/wiki/Meriam_Bellina
Norman Bel Geddes,Q278247,https://en.wikipedia.org/wiki/Norman_Bel_Geddes
René Belbenoît,Q3425816,https://en.wikipedia.org/wiki/René_Belbenoît
Richard E. Bellman,Q441199,https://en.wikipedia.org/wiki/Richard_E._Bellman
Richie Benaud,Q2739019,https://en.wikipedia.org/wiki/Richie_Benaud
Robert Bellarmine,Q298664,https://en.wikipedia.org/wiki/Robert_Bellarmine
Samuel Flagg Bemis,Q3946617,https://en.wikipedia.org/wiki/Samuel_Flagg_Bemis
Sergei Belov,Q435891,https://en.wikipedia.org/wiki/Sergei_Belov
Vincenzo Bellini,Q170209,https://en.wikipedia.org/wiki/Vincenzo_Bellini
Vissarion Belinsky,Q192885,https://en.wikipedia.org/wiki/Vissarion_Belinsky
Zine El Abidine Ben Ali,Q204487,https://en.wikipedia.org/wiki/Zine_El_Abidine_Ben_Ali
Óscar R. Benavides,Q129005,https://en.wikipedia.org/wiki/Óscar_R._Benavides
Alan Berg,Q2543495,https://en.wikipedia.org/wiki/Alan_Berg
Alban Berg,Q78475,https://en.wikipedia.org/wiki/Alban_Berg
Alexander Berkman,Q195390,https://en.wikipedia.org/wiki/Alexander_Berkman
Benjamin of Tudela,Q318820,https://en.wikipedia.org/wiki/Benjamin_of_Tudela
Bennelong,Q817828,https://en.wikipedia.org/wiki/Bennelong
Berengar I of Italy,Q274606,https://en.wikipedia.org/wiki/Berengar_I_of_Italy
Bernard Berenson,Q359047,https://en.wikipedia.org/wiki/Bernard_Berenson
Bertha Benz,Q77117,https://en.wikipedia.org/wiki/Bertha_Benz
Boris Berezovsky (businessman),Q311019,https://en.wikipedia.org/wiki/Boris_Berezovsky_(businessman)
Candice Bergen,Q106942,https://en.wikipedia.org/wiki/Candice_Bergen
Chris Benoit,Q44292,https://en.wikipedia.org/wiki/Chris_Benoit
David Benioff,Q503997,https://en.wikipedia.org/wiki/David_Benioff
David Berkowitz,Q352717,https://en.wikipedia.org/wiki/David_Berkowitz
Dennis Bergkamp,Q185389,https://en.wikipedia.org/wiki/Dennis_Bergkamp
Edgar Bergen,Q721957,https://en.wikipedia.org/wiki/Edgar_Bergen
Edvard Beneš,Q152274,https://en.wikipedia.org/wiki/Edvard_Beneš
Eric Bentley,Q1351104,https://en.wikipedia.org/wiki/Eric_Bentley
Gurbanguly Berdimuhamedow,Q57530,https://en.wikipedia.org/wiki/Gurbanguly_Berdimuhamedow
Gwendolyn B. Bennett,Q3780149,https://en.wikipedia.org/wiki/Gwendolyn_B._Bennett
Harry Benjamin,Q185435,https://en.wikipedia.org/wiki/Harry_Benjamin
Jack Benny,Q148732,https://en.wikipedia.org/wiki/Jack_Benny
James Gordon Bennett Jr.,Q725172,https://en.wikipedia.org/wiki/James_Gordon_Bennett_Jr.
James Gordon Bennett Sr.,Q1343611,https://en.wikipedia.org/wiki/James_Gordon_Bennett_Sr.
John Berger,Q382604,https://en.wikipedia.org/wiki/John_Berger
Josune Bereziartu,Q2628279,https://en.wikipedia.org/wiki/Josune_Bereziartu
Judah P. Benjamin,Q466115,https://en.wikipedia.org/wiki/Judah_P._Benjamin
Lavrentiy Beria,Q141829,https://en.wikipedia.org/wiki/Lavrentiy_Beria
Luciano Berio,Q221450,https://en.wikipedia.org/wiki/Luciano_Berio
Mary Berenson,Q6779039,https://en.wikipedia.org/wiki/Mary_Berenson
Milton Berle,Q558933,https://en.wikipedia.org/wiki/Milton_Berle
Olga Bergholz,Q237518,https://en.wikipedia.org/wiki/Olga_Bergholz
Ota Benga,Q557565,https://en.wikipedia.org/wiki/Ota_Benga
Patty Berg,Q453588,https://en.wikipedia.org/wiki/Patty_Berg
Paul Bénichou,Q1320604,https://en.wikipedia.org/wiki/Paul_Bénichou
Pope Benedict XIV,Q126711,https://en.wikipedia.org/wiki/Pope_Benedict_XIV
Pope Benedict XV,Q4448,https://en.wikipedia.org/wiki/Pope_Benedict_XV
Pope Benedict XVI,Q2494,https://en.wikipedia.org/wiki/Pope_Benedict_XVI
R. B. Bennett,Q128641,https://en.wikipedia.org/wiki/R._B._Bennett
Richard Bentley,Q712899,https://en.wikipedia.org/wiki/Richard_Bentley
Roberto Benigni,Q23301,https://en.wikipedia.org/wiki/Roberto_Benigni
Ruth Benedict,Q228822,https://en.wikipedia.org/wiki/Ruth_Benedict
Serdar Berdimuhamedow,Q51874548,https://en.wikipedia.org/wiki/Serdar_Berdimuhamedow
Stan and Jan Berenstain,Q3299198,https://en.wikipedia.org/wiki/Stan_and_Jan_Berenstain
Thomas Hart Benton (painter),Q471764,https://en.wikipedia.org/wiki/Thomas_Hart_Benton_(painter)
Thomas Hart Benton (politician),Q1317969,https://en.wikipedia.org/wiki/Thomas_Hart_Benton_(politician)
Tony Benn,Q332412,https://en.wikipedia.org/wiki/Tony_Benn
Tony Bennett,Q296729,https://en.wikipedia.org/wiki/Tony_Bennett
Walter Benjamin,Q61078,https://en.wikipedia.org/wiki/Walter_Benjamin
Wayne Bennett (rugby league),Q3566816,https://en.wikipedia.org/wiki/Wayne_Bennett_(rugby_league)
"William Beresford, 1st Viscount Beresford",Q332633,"https://en.wikipedia.org/wiki/William_Beresford,_1st_Viscount_Beresford"
Aloysius Bertrand,Q366464,https://en.wikipedia.org/wiki/Aloysius_Bertrand
Alphonse Bertillon,Q568386,https://en.wikipedia.org/wiki/Alphonse_Bertillon
Aneurin Bevan,Q325403,https://en.wikipedia.org/wiki/Aneurin_Bevan
Annie Besant,Q464318,https://en.wikipedia.org/wiki/Annie_Besant
Bayezid II,Q165983,https://en.wikipedia.org/wiki/Bayezid_II
Belisario Betancur,Q345571,https://en.wikipedia.org/wiki/Belisario_Betancur
Ben Bernanke,Q201795,https://en.wikipedia.org/wiki/Ben_Bernanke
"Bernard VII, Lord of Lippe",Q95997,"https://en.wikipedia.org/wiki/Bernard_VII,_Lord_of_Lippe"
Bernard of Clairvaux,Q188411,https://en.wikipedia.org/wiki/Bernard_of_Clairvaux
Bernardo Bertolucci,Q53009,https://en.wikipedia.org/wiki/Bernardo_Bertolucci
Bernoulli family,Q826719,https://en.wikipedia.org/wiki/Bernoulli_family
Bessus,Q296434,https://en.wikipedia.org/wiki/Bessus
Beyoncé,Q36153,https://en.wikipedia.org/wiki/Beyoncé
Bruno Bettelheim,Q84386,https://en.wikipedia.org/wiki/Bruno_Bettelheim
Carl Bernstein,Q319967,https://en.wikipedia.org/wiki/Carl_Bernstein
Carolyn Bertozzi,Q7442,https://en.wikipedia.org/wiki/Carolyn_Bertozzi
Charles Bernstein (poet),Q966050,https://en.wikipedia.org/wiki/Charles_Bernstein_(poet)
Claude Louis Berthollet,Q312587,https://en.wikipedia.org/wiki/Claude_Louis_Berthollet
Dorothy Lewis Bernstein,Q5298509,https://en.wikipedia.org/wiki/Dorothy_Lewis_Bernstein
Elwyn Berlekamp,Q1314603,https://en.wikipedia.org/wiki/Elwyn_Berlekamp
Ernst Bernheim,Q62991,https://en.wikipedia.org/wiki/Ernst_Bernheim
Francesca Bertini,Q434941,https://en.wikipedia.org/wiki/Francesca_Bertini
Francisco Morales Bermúdez,Q116630,https://en.wikipedia.org/wiki/Francisco_Morales_Bermúdez
Friedrich Wilhelm Bessel,Q75845,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Bessel
Gary Bettman,Q383983,https://en.wikipedia.org/wiki/Gary_Bettman
George Best,Q164521,https://en.wikipedia.org/wiki/George_Best
Georges Bernanos,Q315072,https://en.wikipedia.org/wiki/Georges_Bernanos
Halle Berry,Q1033016,https://en.wikipedia.org/wiki/Halle_Berry
Henry Bessemer,Q310201,https://en.wikipedia.org/wiki/Henry_Bessemer
Hubert Beuve-Méry,Q84021,https://en.wikipedia.org/wiki/Hubert_Beuve-Méry
Ishmael Bernal,Q3547025,https://en.wikipedia.org/wiki/Ishmael_Bernal
"James FitzJames, 1st Duke of Berwick",Q166023,"https://en.wikipedia.org/wiki/James_FitzJames,_1st_Duke_of_Berwick"
Jeff Bezos,Q312556,https://en.wikipedia.org/wiki/Jeff_Bezos
John Berryman,Q522192,https://en.wikipedia.org/wiki/John_Berryman
John Betjeman,Q962308,https://en.wikipedia.org/wiki/John_Betjeman
Kathryn Bernardo,Q3545867,https://en.wikipedia.org/wiki/Kathryn_Bernardo
Liliane Bettencourt,Q297804,https://en.wikipedia.org/wiki/Liliane_Bettencourt
Luc Besson,Q484779,https://en.wikipedia.org/wiki/Luc_Besson
Marcel Bezençon,Q123753,https://en.wikipedia.org/wiki/Marcel_Bezençon
Mary McLeod Bethune,Q291068,https://en.wikipedia.org/wiki/Mary_McLeod_Bethune
Raymond Bessone,Q7298592,https://en.wikipedia.org/wiki/Raymond_Bessone
Roger Béteille,Q3438767,https://en.wikipedia.org/wiki/Roger_Béteille
Rose Bertin,Q462552,https://en.wikipedia.org/wiki/Rose_Bertin
Rómulo Betancourt,Q332081,https://en.wikipedia.org/wiki/Rómulo_Betancourt
Shelley Berman,Q2620610,https://en.wikipedia.org/wiki/Shelley_Berman
Silvio Berlusconi,Q11860,https://en.wikipedia.org/wiki/Silvio_Berlusconi
Theobald von Bethmann Hollweg,Q77113,https://en.wikipedia.org/wiki/Theobald_von_Bethmann_Hollweg
William Bernbach,Q326108,https://en.wikipedia.org/wiki/William_Bernbach
William Beveridge,Q335049,https://en.wikipedia.org/wiki/William_Beveridge
Yogi Berra,Q367566,https://en.wikipedia.org/wiki/Yogi_Berra
A. Bruce Bielaski,Q2072722,https://en.wikipedia.org/wiki/A._Bruce_Bielaski
Abd al-Rahman ibn Awf,Q1647771,https://en.wikipedia.org/wiki/Abd_al-Rahman_ibn_Awf
Abdul Hamid Khan Bhashani,Q70813,https://en.wikipedia.org/wiki/Abdul_Hamid_Khan_Bhashani
Alfred Binet,Q207478,https://en.wikipedia.org/wiki/Alfred_Binet
Alfredo Binda,Q318051,https://en.wikipedia.org/wiki/Alfredo_Binda
Alia Bhatt,Q4725343,https://en.wikipedia.org/wiki/Alia_Bhatt
Ambrose Bierce,Q191050,https://en.wikipedia.org/wiki/Ambrose_Bierce
Asha Bhosle,Q38393,https://en.wikipedia.org/wiki/Asha_Bhosle
Bhartṛhari,Q335161,https://en.wikipedia.org/wiki/Bhartṛhari
Bhumibol Adulyadej,Q855252,https://en.wikipedia.org/wiki/Bhumibol_Adulyadej
Bhāsa,Q2015247,https://en.wikipedia.org/wiki/Bhāsa
Bhāskara I,Q470902,https://en.wikipedia.org/wiki/Bhāskara_I
Bhāskara II,Q213385,https://en.wikipedia.org/wiki/Bhāskara_II
Bi Sheng,Q200662,https://en.wikipedia.org/wiki/Bi_Sheng
Bidya Devi Bhandari,Q16193958,https://en.wikipedia.org/wiki/Bidya_Devi_Bhandari
BigBang (South Korean band),Q282104,https://en.wikipedia.org/wiki/BigBang_(South_Korean_band)
Bilal ibn Rabah,Q493136,https://en.wikipedia.org/wiki/Bilal_ibn_Rabah
Bilhana,Q3561001,https://en.wikipedia.org/wiki/Bilhana
Billy the Kid,Q44200,https://en.wikipedia.org/wiki/Billy_the_Kid
Bindusara,Q315526,https://en.wikipedia.org/wiki/Bindusara
Bolesław Bierut,Q55832,https://en.wikipedia.org/wiki/Bolesław_Bierut
Derek Bickerton,Q1200003,https://en.wikipedia.org/wiki/Derek_Bickerton
Dima Bilan,Q42904,https://en.wikipedia.org/wiki/Dima_Bilan
Earl Derr Biggers,Q983421,https://en.wikipedia.org/wiki/Earl_Derr_Biggers
Gilles Binchois,Q214964,https://en.wikipedia.org/wiki/Gilles_Binchois
Heinrich Ignaz Franz Biber,Q153455,https://en.wikipedia.org/wiki/Heinrich_Ignaz_Franz_Biber
Hyacinth (Bichurin),Q381482,https://en.wikipedia.org/wiki/Hyacinth_(Bichurin)
Jacques-Nicolas Billaud-Varenne,Q504135,https://en.wikipedia.org/wiki/Jacques-Nicolas_Billaud-Varenne
James H. Billington,Q137576,https://en.wikipedia.org/wiki/James_H._Billington
Jarnail Singh Bhindranwale,Q358874,https://en.wikipedia.org/wiki/Jarnail_Singh_Bhindranwale
Joe Biden,Q6279,https://en.wikipedia.org/wiki/Joe_Biden
John Bidwell,Q1699334,https://en.wikipedia.org/wiki/John_Bidwell
Josef Bican,Q352017,https://en.wikipedia.org/wiki/Josef_Bican
Justin Bieber,Q34086,https://en.wikipedia.org/wiki/Justin_Bieber
Kathryn Bigelow,Q34816,https://en.wikipedia.org/wiki/Kathryn_Bigelow
Lewis Binford,Q381783,https://en.wikipedia.org/wiki/Lewis_Binford
Louis-Gustave Binger,Q1539912,https://en.wikipedia.org/wiki/Louis-Gustave_Binger
Mahesh Bhatt,Q2347152,https://en.wikipedia.org/wiki/Mahesh_Bhatt
Nicholas Biddle,Q2580098,https://en.wikipedia.org/wiki/Nicholas_Biddle
Olavo Bilac,Q982354,https://en.wikipedia.org/wiki/Olavo_Bilac
Qaboos bin Said,Q57331,https://en.wikipedia.org/wiki/Qaboos_bin_Said
Reynaldo Bignone,Q298430,https://en.wikipedia.org/wiki/Reynaldo_Bignone
Ronnie Biggs,Q560955,https://en.wikipedia.org/wiki/Ronnie_Biggs
Rudolf Bing,Q86502,https://en.wikipedia.org/wiki/Rudolf_Bing
Sanjay Leela Bhansali,Q633252,https://en.wikipedia.org/wiki/Sanjay_Leela_Bhansali
Shereen Bhan,Q7494807,https://en.wikipedia.org/wiki/Shereen_Bhan
Simone Biles,Q7520267,https://en.wikipedia.org/wiki/Simone_Biles
Willem Bilderdijk,Q1375186,https://en.wikipedia.org/wiki/Willem_Bilderdijk
William Billings,Q1348460,https://en.wikipedia.org/wiki/William_Billings
Zulfikar Ali Bhutto,Q131355,https://en.wikipedia.org/wiki/Zulfikar_Ali_Bhutto
Birendra of Nepal,Q162306,https://en.wikipedia.org/wiki/Birendra_of_Nepal
Bjarni Herjólfsson,Q355228,https://en.wikipedia.org/wiki/Bjarni_Herjólfsson
Björk,Q42455,https://en.wikipedia.org/wiki/Björk
Bjørnstjerne Bjørnson,Q46405,https://en.wikipedia.org/wiki/Bjørnstjerne_Bjørnson
Black Dahlia,Q233693,https://en.wikipedia.org/wiki/Black_Dahlia
Black Eyed Peas,Q134541,https://en.wikipedia.org/wiki/Black_Eyed_Peas
Black Flag (band),Q464476,https://en.wikipedia.org/wiki/Black_Flag_(band)
Black Hawk (Sauk leader),Q714534,https://en.wikipedia.org/wiki/Black_Hawk_(Sauk_leader)
Blackpink,Q25056945,https://en.wikipedia.org/wiki/Blackpink
Clarence Birdseye,Q1095376,https://en.wikipedia.org/wiki/Clarence_Birdseye
Conrad Black,Q336444,https://en.wikipedia.org/wiki/Conrad_Black
Davidson Black,Q1177683,https://en.wikipedia.org/wiki/Davidson_Black
Elizabeth Bishop,Q235946,https://en.wikipedia.org/wiki/Elizabeth_Bishop
Elizabeth Blackburn,Q26321,https://en.wikipedia.org/wiki/Elizabeth_Blackburn
Fischer Black,Q963275,https://en.wikipedia.org/wiki/Fischer_Black
G. D. Birla,Q3630453,https://en.wikipedia.org/wiki/G._D._Birla
Georges Bizet,Q56158,https://en.wikipedia.org/wiki/Georges_Bizet
Gerd Binnig,Q76766,https://en.wikipedia.org/wiki/Gerd_Binnig
Greene Vardiman Black,Q1356596,https://en.wikipedia.org/wiki/Greene_Vardiman_Black
Harrison Birtwistle,Q354335,https://en.wikipedia.org/wiki/Harrison_Birtwistle
Harry Blackstone Sr.,Q10293997,https://en.wikipedia.org/wiki/Harry_Blackstone_Sr.
Hippolyte Bis,Q3136022,https://en.wikipedia.org/wiki/Hippolyte_Bis
Hiram Bingham III,Q237220,https://en.wikipedia.org/wiki/Hiram_Bingham_III
Hugo Black,Q459752,https://en.wikipedia.org/wiki/Hugo_Black
Isabella Bird,Q288210,https://en.wikipedia.org/wiki/Isabella_Bird
Jack Black,Q483907,https://en.wikipedia.org/wiki/Jack_Black
Jack Blackham,Q3157130,https://en.wikipedia.org/wiki/Jack_Blackham
Jean-Baptiste Biot,Q58328,https://en.wikipedia.org/wiki/Jean-Baptiste_Biot
Joan Birman,Q450308,https://en.wikipedia.org/wiki/Joan_Birman
Joey Bishop,Q186292,https://en.wikipedia.org/wiki/Joey_Bishop
Joh Bjelke-Petersen,Q1528405,https://en.wikipedia.org/wiki/Joh_Bjelke-Petersen
Joseph Black,Q272512,https://en.wikipedia.org/wiki/Joseph_Black
Juliette Binoche,Q106275,https://en.wikipedia.org/wiki/Juliette_Binoche
Julius Maada Bio,Q283829,https://en.wikipedia.org/wiki/Julius_Maada_Bio
Jussi Björling,Q56157,https://en.wikipedia.org/wiki/Jussi_Björling
Larry Bird,Q190152,https://en.wikipedia.org/wiki/Larry_Bird
László Bíró,Q312680,https://en.wikipedia.org/wiki/László_Bíró
Maurice Bishop,Q468234,https://en.wikipedia.org/wiki/Maurice_Bishop
Ole Einar Bjørndalen,Q189408,https://en.wikipedia.org/wiki/Ole_Einar_Bjørndalen
Patrick Blackett,Q184499,https://en.wikipedia.org/wiki/Patrick_Blackett
Paul Biya,Q57272,https://en.wikipedia.org/wiki/Paul_Biya
Paul Blackburn (poet),Q7149388,https://en.wikipedia.org/wiki/Paul_Blackburn_(poet)
Salah al-Din al-Bitar,Q500447,https://en.wikipedia.org/wiki/Salah_al-Din_al-Bitar
Simon Blackburn,Q287357,https://en.wikipedia.org/wiki/Simon_Blackburn
Sue Bird,Q240672,https://en.wikipedia.org/wiki/Sue_Bird
Susan Blackmore,Q155199,https://en.wikipedia.org/wiki/Susan_Blackmore
Vere Bird,Q561911,https://en.wikipedia.org/wiki/Vere_Bird
