title,qid,url
Austro-Prussian War,Q153650,https://en.wikipedia.org/wiki/Austro-Prussian_War
Avar–Byzantine wars,Q25198592,https://en.wikipedia.org/wiki/Avar–Byzantine_wars
Avignon Papacy,Q202558,https://en.wikipedia.org/wiki/Avignon_Papacy
Axial Age,Q340742,https://en.wikipedia.org/wiki/Axial_Age
Axis powers,Q43056,https://en.wikipedia.org/wiki/Axis_powers
Ayyubid dynasty,Q180114,https://en.wikipedia.org/wiki/Ayyubid_dynasty
Azawad,Q43937,https://en.wikipedia.org/wiki/Azawad
Aztec Empire,Q2608489,https://en.wikipedia.org/wiki/Aztec_Empire
Baalbek,Q178835,https://en.wikipedia.org/wiki/Baalbek
Babi Yar,Q48766,https://en.wikipedia.org/wiki/Babi_Yar
Babylonian captivity,Q175447,https://en.wikipedia.org/wiki/Babylonian_captivity
Bacatá,Q5716022,https://en.wikipedia.org/wiki/Bacatá
Bacon's Rebellion,Q798594,https://en.wikipedia.org/wiki/Bacon's_Rebellion
Badarian culture,Q798844,https://en.wikipedia.org/wiki/Badarian_culture
Baekje,Q28428,https://en.wikipedia.org/wiki/Baekje
Bagratid Armenia,Q2622868,https://en.wikipedia.org/wiki/Bagratid_Armenia
Bahmani Kingdom,Q374521,https://en.wikipedia.org/wiki/Bahmani_Kingdom
Baiyue,Q774615,https://en.wikipedia.org/wiki/Baiyue
Bakumatsu,Q804558,https://en.wikipedia.org/wiki/Bakumatsu
Balhae,Q28322,https://en.wikipedia.org/wiki/Balhae
Bali Kingdom,Q12491027,https://en.wikipedia.org/wiki/Bali_Kingdom
Balkans campaign (World War II),Q162362,https://en.wikipedia.org/wiki/Balkans_campaign_(World_War_II)
Ba–Shu culture,Q21017546,https://en.wikipedia.org/wiki/Ba–Shu_culture
Bambatha Rebellion,Q3274751,https://en.wikipedia.org/wiki/Bambatha_Rebellion
Banana Wars,Q768496,https://en.wikipedia.org/wiki/Banana_Wars
Bandenbekämpfung,Q42377800,https://en.wikipedia.org/wiki/Bandenbekämpfung
Bangladesh genocide,Q2916113,https://en.wikipedia.org/wiki/Bangladesh_genocide
Bank War,Q4855994,https://en.wikipedia.org/wiki/Bank_War
Banner,Q806880,https://en.wikipedia.org/wiki/Banner
Bantustan,Q190354,https://en.wikipedia.org/wiki/Bantustan
Banu Hilal,Q790108,https://en.wikipedia.org/wiki/Banu_Hilal
Barbarian,Q134313,https://en.wikipedia.org/wiki/Barbarian
Barbary corsairs,Q899359,https://en.wikipedia.org/wiki/Barbary_corsairs
Baroda State,Q808575,https://en.wikipedia.org/wiki/Baroda_State
"Batavia, Dutch East Indies",Q1199713,"https://en.wikipedia.org/wiki/Batavia,_Dutch_East_Indies"
Bath School disaster,Q1090177,https://en.wikipedia.org/wiki/Bath_School_disaster
Battle of Actium,Q160387,https://en.wikipedia.org/wiki/Battle_of_Actium
Battle of Adwa,Q302519,https://en.wikipedia.org/wiki/Battle_of_Adwa
Battle of Agincourt,Q188495,https://en.wikipedia.org/wiki/Battle_of_Agincourt
Battle of Ain Jalut,Q244356,https://en.wikipedia.org/wiki/Battle_of_Ain_Jalut
Battle of Alesia,Q131386,https://en.wikipedia.org/wiki/Battle_of_Alesia
Battle of Ankara,Q209387,https://en.wikipedia.org/wiki/Battle_of_Ankara
Battle of Antietam,Q719252,https://en.wikipedia.org/wiki/Battle_of_Antietam
Battle of Austerlitz,Q134114,https://en.wikipedia.org/wiki/Battle_of_Austerlitz
Battle of Berlin,Q154182,https://en.wikipedia.org/wiki/Battle_of_Berlin
Battle of Blenheim,Q154635,https://en.wikipedia.org/wiki/Battle_of_Blenheim
Battle of Borodino,Q184320,https://en.wikipedia.org/wiki/Battle_of_Borodino
Battle of Bouvines,Q830626,https://en.wikipedia.org/wiki/Battle_of_Bouvines
Battle of Breitenfeld (1631),Q205379,https://en.wikipedia.org/wiki/Battle_of_Breitenfeld_(1631)
Battle of Cannae,Q179591,https://en.wikipedia.org/wiki/Battle_of_Cannae
Battle of Cape Ecnomus,Q6881,https://en.wikipedia.org/wiki/Battle_of_Cape_Ecnomus
Battle of Caporetto,Q242644,https://en.wikipedia.org/wiki/Battle_of_Caporetto
Battle of Chancellorsville,Q745979,https://en.wikipedia.org/wiki/Battle_of_Chancellorsville
Battle of Chickamauga,Q1327790,https://en.wikipedia.org/wiki/Battle_of_Chickamauga
Battle of Crécy,Q27759,https://en.wikipedia.org/wiki/Battle_of_Crécy
Battle of Dien Bien Phu,Q604897,https://en.wikipedia.org/wiki/Battle_of_Dien_Bien_Phu
Battle of Diu,Q1628477,https://en.wikipedia.org/wiki/Battle_of_Diu
Battle of Flores (1592),Q15197201,https://en.wikipedia.org/wiki/Battle_of_Flores_(1592)
Battle of Fontenoy,Q569953,https://en.wikipedia.org/wiki/Battle_of_Fontenoy
Battle of Fort Donelson,Q601359,https://en.wikipedia.org/wiki/Battle_of_Fort_Donelson
Battle of Fort Sumter,Q543165,https://en.wikipedia.org/wiki/Battle_of_Fort_Sumter
Battle of France,Q151340,https://en.wikipedia.org/wiki/Battle_of_France
Battle of Fredericksburg,Q751186,https://en.wikipedia.org/wiki/Battle_of_Fredericksburg
Battle of Galicia,Q659246,https://en.wikipedia.org/wiki/Battle_of_Galicia
Battle of Gaugamela,Q179670,https://en.wikipedia.org/wiki/Battle_of_Gaugamela
Battle of Gettysburg,Q33132,https://en.wikipedia.org/wiki/Battle_of_Gettysburg
Battle of Gravelotte,Q697266,https://en.wikipedia.org/wiki/Battle_of_Gravelotte
Battle of Grunwald,Q33570,https://en.wikipedia.org/wiki/Battle_of_Grunwald
Battle of Guilford Court House,Q425773,https://en.wikipedia.org/wiki/Battle_of_Guilford_Court_House
Battle of Hampton Roads,Q868481,https://en.wikipedia.org/wiki/Battle_of_Hampton_Roads
Battle of Hattin,Q233568,https://en.wikipedia.org/wiki/Battle_of_Hattin
Battle of Hong Kong,Q697059,https://en.wikipedia.org/wiki/Battle_of_Hong_Kong
Battle of Ilipa,Q1055755,https://en.wikipedia.org/wiki/Battle_of_Ilipa
Battle of Ipsus,Q319124,https://en.wikipedia.org/wiki/Battle_of_Ipsus
Battle of Issus,Q201526,https://en.wikipedia.org/wiki/Battle_of_Issus
Battle of Iwo Jima,Q180182,https://en.wikipedia.org/wiki/Battle_of_Iwo_Jima
Battle of Jena–Auerstedt,Q154426,https://en.wikipedia.org/wiki/Battle_of_Jena–Auerstedt
Battle of Jutland,Q156554,https://en.wikipedia.org/wiki/Battle_of_Jutland
Battle of Kabul (1992–1996),Q4871359,https://en.wikipedia.org/wiki/Battle_of_Kabul_(1992–1996)
Battle of Kadesh,Q203729,https://en.wikipedia.org/wiki/Battle_of_Kadesh
Battle of Karbala,Q626058,https://en.wikipedia.org/wiki/Battle_of_Karbala
Battle of Krtsanisi,Q2615347,https://en.wikipedia.org/wiki/Battle_of_Krtsanisi
Battle of Kunersdorf,Q170400,https://en.wikipedia.org/wiki/Battle_of_Kunersdorf
Battle of Kursk,Q130861,https://en.wikipedia.org/wiki/Battle_of_Kursk
Battle of Königgrätz,Q154942,https://en.wikipedia.org/wiki/Battle_of_Königgrätz
Battle of Lake Trasimene,Q207250,https://en.wikipedia.org/wiki/Battle_of_Lake_Trasimene
Battle of Lechfeld,Q273069,https://en.wikipedia.org/wiki/Battle_of_Lechfeld
Battle of Leipzig,Q151005,https://en.wikipedia.org/wiki/Battle_of_Leipzig
Battle of Lepanto,Q165425,https://en.wikipedia.org/wiki/Battle_of_Lepanto
Battle of Leuthen,Q313435,https://en.wikipedia.org/wiki/Battle_of_Leuthen
Battle of Leyte Gulf,Q308999,https://en.wikipedia.org/wiki/Battle_of_Leyte_Gulf
Battle of Lützen (1632),Q167259,https://en.wikipedia.org/wiki/Battle_of_Lützen_(1632)
Battle of Malplaquet,Q316897,https://en.wikipedia.org/wiki/Battle_of_Malplaquet
Battle of Manzikert,Q200032,https://en.wikipedia.org/wiki/Battle_of_Manzikert
Battle of Mars-la-Tour,Q699262,https://en.wikipedia.org/wiki/Battle_of_Mars-la-Tour
Battle of Megiddo (15th century BC),Q733364,https://en.wikipedia.org/wiki/Battle_of_Megiddo_(15th_century_BC)
Battle of Midway,Q173034,https://en.wikipedia.org/wiki/Battle_of_Midway
Battle of Mogadishu (1993),Q52226,https://en.wikipedia.org/wiki/Battle_of_Mogadishu_(1993)
Battle of Mohács,Q178510,https://en.wikipedia.org/wiki/Battle_of_Mohács
Battle of Muye,Q1273506,https://en.wikipedia.org/wiki/Battle_of_Muye
Battle of Myeongnyang,Q385677,https://en.wikipedia.org/wiki/Battle_of_Myeongnyang
Battle of Nahavand,Q603549,https://en.wikipedia.org/wiki/Battle_of_Nahavand
Battle of Narva (1700),Q155726,https://en.wikipedia.org/wiki/Battle_of_Narva_(1700)
Battle of Navarino,Q238440,https://en.wikipedia.org/wiki/Battle_of_Navarino
Battle of Nördlingen (1634),Q312212,https://en.wikipedia.org/wiki/Battle_of_Nördlingen_(1634)
Battle of Okinawa,Q192660,https://en.wikipedia.org/wiki/Battle_of_Okinawa
Battle of Oudenarde,Q316139,https://en.wikipedia.org/wiki/Battle_of_Oudenarde
Battle of Passchendaele,Q426227,https://en.wikipedia.org/wiki/Battle_of_Passchendaele
Battle of Pavia,Q63468,https://en.wikipedia.org/wiki/Battle_of_Pavia
Battle of Plassey,Q203233,https://en.wikipedia.org/wiki/Battle_of_Plassey
Battle of Plataea,Q204636,https://en.wikipedia.org/wiki/Battle_of_Plataea
Battle of Poitiers,Q201692,https://en.wikipedia.org/wiki/Battle_of_Poitiers
Battle of Poltava,Q152486,https://en.wikipedia.org/wiki/Battle_of_Poltava
Battle of Quiberon Bay,Q450318,https://en.wikipedia.org/wiki/Battle_of_Quiberon_Bay
Battle of Ramillies,Q161325,https://en.wikipedia.org/wiki/Battle_of_Ramillies
Battle of Rocroi,Q728480,https://en.wikipedia.org/wiki/Battle_of_Rocroi
Battle of Rorke's Drift,Q1123353,https://en.wikipedia.org/wiki/Battle_of_Rorke's_Drift
Battle of Rossbach,Q573972,https://en.wikipedia.org/wiki/Battle_of_Rossbach
Battle of Salamis,Q178850,https://en.wikipedia.org/wiki/Battle_of_Salamis
Battle of Saragarhi,Q383067,https://en.wikipedia.org/wiki/Battle_of_Saragarhi
Battle of Sedan,Q156681,https://en.wikipedia.org/wiki/Battle_of_Sedan
Battle of Sekigahara,Q234188,https://en.wikipedia.org/wiki/Battle_of_Sekigahara
Battle of Shiloh,Q943277,https://en.wikipedia.org/wiki/Battle_of_Shiloh
Battle of Sirte (2011),Q2361214,https://en.wikipedia.org/wiki/Battle_of_Sirte_(2011)
Battle of Stalingrad,Q38789,https://en.wikipedia.org/wiki/Battle_of_Stalingrad
Battle of Stamford Bridge,Q203225,https://en.wikipedia.org/wiki/Battle_of_Stamford_Bridge
Battle of Talas,Q492415,https://en.wikipedia.org/wiki/Battle_of_Talas
Battle of Tannenberg,Q153858,https://en.wikipedia.org/wiki/Battle_of_Tannenberg
Battle of Thermopylae,Q131969,https://en.wikipedia.org/wiki/Battle_of_Thermopylae
Battle of Tours,Q173077,https://en.wikipedia.org/wiki/Battle_of_Tours
Battle of Trafalgar,Q171416,https://en.wikipedia.org/wiki/Battle_of_Trafalgar
Battle of Tsushima,Q208127,https://en.wikipedia.org/wiki/Battle_of_Tsushima
Battle of Verdun,Q130847,https://en.wikipedia.org/wiki/Battle_of_Verdun
Battle of Vittorio Veneto,Q662961,https://en.wikipedia.org/wiki/Battle_of_Vittorio_Veneto
Battle of Wagram,Q467777,https://en.wikipedia.org/wiki/Battle_of_Wagram
Battle of Warsaw (1920),Q821283,https://en.wikipedia.org/wiki/Battle_of_Warsaw_(1920)
Battle of Waterloo,Q48314,https://en.wikipedia.org/wiki/Battle_of_Waterloo
Battle of White Mountain,Q4373,https://en.wikipedia.org/wiki/Battle_of_White_Mountain
Battle of Zama,Q200056,https://en.wikipedia.org/wiki/Battle_of_Zama
Battle of Zenta,Q517486,https://en.wikipedia.org/wiki/Battle_of_Zenta
Battle of the Alamo,Q235344,https://en.wikipedia.org/wiki/Battle_of_the_Alamo
Battle of the Bulge,Q151018,https://en.wikipedia.org/wiki/Battle_of_the_Bulge
Battle of the Catalaunian Plains,Q139808,https://en.wikipedia.org/wiki/Battle_of_the_Catalaunian_Plains
Battle of the Frontiers,Q687572,https://en.wikipedia.org/wiki/Battle_of_the_Frontiers
Battle of the Hydaspes,Q213074,https://en.wikipedia.org/wiki/Battle_of_the_Hydaspes
Battle of the Little Bighorn,Q205422,https://en.wikipedia.org/wiki/Battle_of_the_Little_Bighorn
Battle of the Metaurus,Q848056,https://en.wikipedia.org/wiki/Battle_of_the_Metaurus
Battle of the Somme,Q132568,https://en.wikipedia.org/wiki/Battle_of_the_Somme
Battle of the Teutoburg Forest,Q87779,https://en.wikipedia.org/wiki/Battle_of_the_Teutoburg_Forest
Battle of the Trebia,Q271873,https://en.wikipedia.org/wiki/Battle_of_the_Trebia
Battle of the Yarmuk,Q194226,https://en.wikipedia.org/wiki/Battle_of_the_Yarmuk
Battle on the Ice,Q14689,https://en.wikipedia.org/wiki/Battle_on_the_Ice
Battles of Lexington and Concord,Q778010,https://en.wikipedia.org/wiki/Battles_of_Lexington_and_Concord
Battles of Saratoga,Q846674,https://en.wikipedia.org/wiki/Battles_of_Saratoga
Battles of the Isonzo,Q681517,https://en.wikipedia.org/wiki/Battles_of_the_Isonzo
Bay of Pigs Invasion,Q191721,https://en.wikipedia.org/wiki/Bay_of_Pigs_Invasion
Beatlemania,Q549544,https://en.wikipedia.org/wiki/Beatlemania
Beer Hall Putsch,Q36749,https://en.wikipedia.org/wiki/Beer_Hall_Putsch
Belgae,Q337104,https://en.wikipedia.org/wiki/Belgae
Belgian Congo,Q213510,https://en.wikipedia.org/wiki/Belgian_Congo
Belgian Revolution,Q223933,https://en.wikipedia.org/wiki/Belgian_Revolution
Belle Époque,Q466887,https://en.wikipedia.org/wiki/Belle_Époque
Belt and Road Initiative,Q19692715,https://en.wikipedia.org/wiki/Belt_and_Road_Initiative
Bengal Renaissance,Q817169,https://en.wikipedia.org/wiki/Bengal_Renaissance
Bengal Sultanate,Q4083686,https://en.wikipedia.org/wiki/Bengal_Sultanate
Bengal famine of 1943,Q522837,https://en.wikipedia.org/wiki/Bengal_famine_of_1943
Bengali language movement,Q1975418,https://en.wikipedia.org/wiki/Bengali_language_movement
Benin Expedition of 1897,Q3966451,https://en.wikipedia.org/wiki/Benin_Expedition_of_1897
Beringia,Q190927,https://en.wikipedia.org/wiki/Beringia
Beslan school siege,Q193733,https://en.wikipedia.org/wiki/Beslan_school_siege
Bhopal State,Q855044,https://en.wikipedia.org/wiki/Bhopal_State
Bhopal disaster,Q129029,https://en.wikipedia.org/wiki/Bhopal_disaster
Biafra,Q178469,https://en.wikipedia.org/wiki/Biafra
Bibracte,Q650053,https://en.wikipedia.org/wiki/Bibracte
Birmingham campaign,Q2935359,https://en.wikipedia.org/wiki/Birmingham_campaign
Black Lives Matter,Q19600530,https://en.wikipedia.org/wiki/Black_Lives_Matter
Black Monday (1987),Q868261,https://en.wikipedia.org/wiki/Black_Monday_(1987)
Black Panther Party,Q189150,https://en.wikipedia.org/wiki/Black_Panther_Party
Black Saturday bushfires,Q838278,https://en.wikipedia.org/wiki/Black_Saturday_bushfires
Black War,Q880629,https://en.wikipedia.org/wiki/Black_War
Bleeding Kansas,Q331377,https://en.wikipedia.org/wiki/Bleeding_Kansas
Blockade of the Gaza Strip,Q653112,https://en.wikipedia.org/wiki/Blockade_of_the_Gaza_Strip
Boer republics,Q1010624,https://en.wikipedia.org/wiki/Boer_republics
Boko Haram insurgency,Q1569328,https://en.wikipedia.org/wiki/Boko_Haram_insurgency
Bolivian War of Independence,Q68475,https://en.wikipedia.org/wiki/Bolivian_War_of_Independence
Bolsheviks,Q83372,https://en.wikipedia.org/wiki/Bolsheviks
Bolívar's campaign to liberate New Granada,Q2935426,https://en.wikipedia.org/wiki/Bolívar's_campaign_to_liberate_New_Granada
Bombing of Guernica,Q170351,https://en.wikipedia.org/wiki/Bombing_of_Guernica
Book of Han,Q846905,https://en.wikipedia.org/wiki/Book_of_Han
Boshin War,Q309184,https://en.wikipedia.org/wiki/Boshin_War
Bosnian War,Q181533,https://en.wikipedia.org/wiki/Bosnian_War
Bosporan Kingdom,Q321371,https://en.wikipedia.org/wiki/Bosporan_Kingdom
Boston Tea Party,Q19024,https://en.wikipedia.org/wiki/Boston_Tea_Party
Breakup of Yugoslavia,Q4390259,https://en.wikipedia.org/wiki/Breakup_of_Yugoslavia
Bretton Woods system,Q188532,https://en.wikipedia.org/wiki/Bretton_Woods_system
Brexit,Q7888194,https://en.wikipedia.org/wiki/Brexit
British Agricultural Revolution,Q18293488,https://en.wikipedia.org/wiki/British_Agricultural_Revolution
British Hong Kong,Q1054923,https://en.wikipedia.org/wiki/British_Hong_Kong
British Western Pacific Territories,Q1545934,https://en.wikipedia.org/wiki/British_Western_Pacific_Territories
British rule in Burma,Q2376315,https://en.wikipedia.org/wiki/British_rule_in_Burma
Brusilov offensive,Q221967,https://en.wikipedia.org/wiki/Brusilov_offensive
Buddhist councils,Q752404,https://en.wikipedia.org/wiki/Buddhist_councils
Budj Bim heritage areas,Q85749368,https://en.wikipedia.org/wiki/Budj_Bim_heritage_areas
Bulgarian–Ottoman wars,Q3622689,https://en.wikipedia.org/wiki/Bulgarian–Ottoman_wars
Bulgars,Q110117,https://en.wikipedia.org/wiki/Bulgars
Burgundian Netherlands,Q157109,https://en.wikipedia.org/wiki/Burgundian_Netherlands
Burgundians,Q150412,https://en.wikipedia.org/wiki/Burgundians
Burke and Wills expedition,Q589331,https://en.wikipedia.org/wiki/Burke_and_Wills_expedition
Burma campaign,Q221519,https://en.wikipedia.org/wiki/Burma_campaign
Burning of Smyrna,Q1205622,https://en.wikipedia.org/wiki/Burning_of_Smyrna
Burundian Civil War,Q647239,https://en.wikipedia.org/wiki/Burundian_Civil_War
Bushido,Q183738,https://en.wikipedia.org/wiki/Bushido
Bushranger,Q2627286,https://en.wikipedia.org/wiki/Bushranger
Butuan (historical polity),Q4401303,https://en.wikipedia.org/wiki/Butuan_(historical_polity)
Buyid dynasty,Q273874,https://en.wikipedia.org/wiki/Buyid_dynasty
Byblos,Q173532,https://en.wikipedia.org/wiki/Byblos
Byzantine bureaucracy and aristocracy,Q255081,https://en.wikipedia.org/wiki/Byzantine_bureaucracy_and_aristocracy
Byzantine–Sasanian War of 602–628,Q2326099,https://en.wikipedia.org/wiki/Byzantine–Sasanian_War_of_602–628
Byzantine–Seljuk wars,Q1827267,https://en.wikipedia.org/wiki/Byzantine–Seljuk_wars
Byzantium,Q23725,https://en.wikipedia.org/wiki/Byzantium
Caesar's civil war,Q1238338,https://en.wikipedia.org/wiki/Caesar's_civil_war
House of Bourbon,Q58389,https://en.wikipedia.org/wiki/House_of_Bourbon
The Blitz,Q6900329,https://en.wikipedia.org/wiki/The_Blitz
Caesarea Maritima,Q319242,https://en.wikipedia.org/wiki/Caesarea_Maritima
California genocide,Q22090310,https://en.wikipedia.org/wiki/California_genocide
California gold rush,Q17550,https://en.wikipedia.org/wiki/California_gold_rush
Cambodian Civil War,Q817206,https://en.wikipedia.org/wiki/Cambodian_Civil_War
Cambodian genocide,Q2885072,https://en.wikipedia.org/wiki/Cambodian_genocide
Cambodian–Vietnamese War,Q635533,https://en.wikipedia.org/wiki/Cambodian–Vietnamese_War
Canaan,Q163329,https://en.wikipedia.org/wiki/Canaan
Canadian Confederation,Q1520743,https://en.wikipedia.org/wiki/Canadian_Confederation
Cao Wei,Q320930,https://en.wikipedia.org/wiki/Cao_Wei
Cape Colony,Q370736,https://en.wikipedia.org/wiki/Cape_Colony
Capua,Q58477,https://en.wikipedia.org/wiki/Capua
Caral,Q219279,https://en.wikipedia.org/wiki/Caral
Carnation Revolution,Q193245,https://en.wikipedia.org/wiki/Carnation_Revolution
Carolingian dynasty,Q133602,https://en.wikipedia.org/wiki/Carolingian_dynasty
Caste War of Yucatán,Q772814,https://en.wikipedia.org/wiki/Caste_War_of_Yucatán
Caucasian War,Q382116,https://en.wikipedia.org/wiki/Caucasian_War
Caucasus campaign,Q523154,https://en.wikipedia.org/wiki/Caucasus_campaign
Causes of World War I,Q310802,https://en.wikipedia.org/wiki/Causes_of_World_War_I
Causes of World War II,Q714999,https://en.wikipedia.org/wiki/Causes_of_World_War_II
Causes of the Great Depression,Q2910703,https://en.wikipedia.org/wiki/Causes_of_the_Great_Depression
Central African Bush War,Q3118963,https://en.wikipedia.org/wiki/Central_African_Bush_War
Central African Republic Civil War,Q3411181,https://en.wikipedia.org/wiki/Central_African_Republic_Civil_War
Central Powers,Q152283,https://en.wikipedia.org/wiki/Central_Powers
Chaco War,Q223126,https://en.wikipedia.org/wiki/Chaco_War
Chagatai Khanate,Q487829,https://en.wikipedia.org/wiki/Chagatai_Khanate
Chalcedon,Q337381,https://en.wikipedia.org/wiki/Chalcedon
Chalukya dynasty,Q1395011,https://en.wikipedia.org/wiki/Chalukya_dynasty
Chang'an,Q6501000,https://en.wikipedia.org/wiki/Chang'an
Charlie Hebdo shooting,Q18718876,https://en.wikipedia.org/wiki/Charlie_Hebdo_shooting
